exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,ratio_of_steps,melodicity,tonality,model_samples,neg-loglike,D_loss_0,Accuracy_0
music80_02_ratio-of-steps,122,7.8585920333862305,274.8784375,6400,6365,0.6128182135881601,0.05085474227791981,0.013918659694482005,music80_02_ratio-of-steps_122,4184.5146484375,0.0003707099531311542,1.0
music80_02_ratio-of-steps,123,7.8631463050842285,275.87125,6400,6377,0.6181337659969346,0.0510355024093513,0.014408867995134678,music80_02_ratio-of-steps_123,4070.01318359375,0.000354221643647179,1.0
music80_02_ratio-of-steps,124,7.882254123687744,275.765,6400,6364,0.6162563296131335,0.05111504806594947,0.01438795944335339,music80_02_ratio-of-steps_124,4068.880859375,0.00041803219937719405,1.0
music80_02_ratio-of-steps,125,7.867597579956055,276.64046875,6400,6376,0.6161021356100823,0.05100549692337512,0.013668394630864951,music80_02_ratio-of-steps_125,4237.84765625,0.0004196137306280434,1.0
music80_02_ratio-of-steps,126,7.833359241485596,278.1946875,6400,6378,0.6213711382054311,0.05029886656964663,0.013973350856213606,music80_02_ratio-of-steps_126,4222.3623046875,0.00031264201970770955,1.0
music80_02_ratio-of-steps,127,7.839996337890625,276.57921875,6400,6360,0.6173103722779246,0.052137588321377014,0.015045093990585644,music80_02_ratio-of-steps_127,3935.45703125,0.00031984614906832576,1.0
music80_02_ratio-of-steps,128,7.843534469604492,278.4121875,6400,6366,0.6177918029278622,0.05124382720374838,0.014640366506639604,music80_02_ratio-of-steps_128,4036.98779296875,0.00030208006501197815,1.0
music80_02_ratio-of-steps,129,7.822485446929932,280.15625,6400,6378,0.6210442999521679,0.049999328620516224,0.013582164433075606,music80_02_ratio-of-steps_129,4061.70703125,0.0002857669023796916,1.0
music80_02_ratio-of-steps,130,7.84345817565918,277.92971875,32000,31839,0.6243648358563721,0.049837111975639725,0.013724884107643377,music80_02_ratio-of-steps_130,3946.78125,0.00026568982866592705,1.0
music80_02_ratio-of-steps,131,7.842287063598633,277.715625,6400,6377,0.6283052026884723,0.04971611323555686,0.013444352340610486,music80_02_ratio-of-steps_131,4162.09130859375,0.0002853713231161237,1.0
music80_02_ratio-of-steps,132,7.8439202308654785,277.44125,6400,6371,0.6299118053578848,0.048696585204662114,0.01312596040371826,music80_02_ratio-of-steps_132,3910.115478515625,0.0002755111490841955,1.0
music80_02_ratio-of-steps,133,7.828551769256592,279.1165625,6400,6379,0.6379842416375255,0.04808473090308592,0.01305879824822494,music80_02_ratio-of-steps_133,3988.906005859375,0.00026310415705665946,1.0
music80_02_ratio-of-steps,134,7.849094867706299,279.1059375,6400,6373,0.6419575839973255,0.04766053839929647,0.012621139332750757,music80_02_ratio-of-steps_134,4106.892578125,0.00025572627782821655,1.0
music80_02_ratio-of-steps,135,7.838158130645752,278.4128125,6400,6363,0.6414793451837714,0.04729148524536796,0.012987657585173017,music80_02_ratio-of-steps_135,4085.65185546875,0.0002518769179005176,1.0
